concession_id,event_id,nom_equipement,nom_stand,type_stand,recette_nourriture_boisson_eur,recette_merchandising_eur,panier_moyen_par_spectateur_eur
CNS-02465,EVT-STADE-2025-0493,Matmut Atlantique,Stand Snacking Parvis,Restauration / Buvette,74291.24,0.0,2.29
CNS-02466,EVT-STADE-2025-0494,LDLC Arena,Buvette Tribune Nord,Restauration / Buvette,39467.11,0.0,3.0
CNS-02467,EVT-STADE-2025-0494,LDLC Arena,Buvette Tribune Sud,Restauration / Buvette,47854.1,0.0,3.64
CNS-02468,EVT-STADE-2025-0494,LDLC Arena,Boutique Officielle Club,Boutique Merchandising,0.0,101128.58,7.7
CNS-02469,EVT-STADE-2025-0494,LDLC Arena,Bar VIP Loges Prestige,Bar VIP Loges,137400.87,41240.49,13.6
CNS-02470,EVT-STADE-2025-0494,LDLC Arena,Stand Snacking Parvis,Restauration / Buvette,35710.19,0.0,2.72
CNS-02471,EVT-STADE-2025-0495,Complexe Sportif de Marcq,Buvette Tribune Nord,Restauration / Buvette,312093.21,0.0,4.23
CNS-02472,EVT-STADE-2025-0495,Complexe Sportif de Marcq,Buvette Tribune Sud,Restauration / Buvette,241146.22,0.0,3.27
CNS-02473,EVT-STADE-2025-0495,Complexe Sportif de Marcq,Boutique Officielle Club,Boutique Merchandising,0.0,534414.2,7.25
CNS-02474,EVT-STADE-2025-0495,Complexe Sportif de Marcq,Bar VIP Loges Prestige,Bar VIP Loges,493343.58,154372.2,8.78
CNS-02475,EVT-STADE-2025-0495,Complexe Sportif de Marcq,Stand Snacking Parvis,Restauration / Buvette,277349.9,0.0,3.76
CNS-02476,EVT-STADE-2025-0496,Roazhon Park,Buvette Tribune Nord,Restauration / Buvette,135498.04,0.0,2.59
CNS-02477,EVT-STADE-2025-0496,Roazhon Park,Buvette Tribune Sud,Restauration / Buvette,177502.24,0.0,3.39
CNS-02478,EVT-STADE-2025-0496,Roazhon Park,Boutique Officielle Club,Boutique Merchandising,0.0,268689.64,5.14
CNS-02479,EVT-STADE-2025-0496,Roazhon Park,Bar VIP Loges Prestige,Bar VIP Loges,269138.61,118867.58,7.42
CNS-02480,EVT-STADE-2025-0496,Roazhon Park,Stand Snacking Parvis,Restauration / Buvette,159572.9,0.0,3.05
CNS-02481,EVT-STADE-2025-0497,Parc des Princes,Buvette Tribune Nord,Restauration / Buvette,80851.09,0.0,3.8
CNS-02482,EVT-STADE-2025-0497,Parc des Princes,Buvette Tribune Sud,Restauration / Buvette,65336.27,0.0,3.07
CNS-02483,EVT-STADE-2025-0497,Parc des Princes,Boutique Officielle Club,Boutique Merchandising,0.0,251805.38,11.84
CNS-02484,EVT-STADE-2025-0497,Parc des Princes,Bar VIP Loges Prestige,Bar VIP Loges,227931.35,82869.58,14.61
CNS-02485,EVT-STADE-2025-0497,Parc des Princes,Stand Snacking Parvis,Restauration / Buvette,82341.91,0.0,3.87
CNS-02486,EVT-STADE-2025-0498,Matmut Atlantique,Buvette Tribune Nord,Restauration / Buvette,125900.04,0.0,4.42
CNS-02487,EVT-STADE-2025-0498,Matmut Atlantique,Buvette Tribune Sud,Restauration / Buvette,97128.02,0.0,3.41
CNS-02488,EVT-STADE-2025-0498,Matmut Atlantique,Boutique Officielle Club,Boutique Merchandising,0.0,251343.42,8.83
CNS-02489,EVT-STADE-2025-0498,Matmut Atlantique,Bar VIP Loges Prestige,Bar VIP Loges,292190.34,49149.67,12.0
CNS-02490,EVT-STADE-2025-0498,Matmut Atlantique,Stand Snacking Parvis,Restauration / Buvette,109059.6,0.0,3.83
CNS-02491,EVT-STADE-2025-0499,Accor Arena,Buvette Tribune Nord,Restauration / Buvette,43040.56,0.0,2.46
CNS-02492,EVT-STADE-2025-0499,Accor Arena,Buvette Tribune Sud,Restauration / Buvette,66247.85,0.0,3.78
CNS-02493,EVT-STADE-2025-0499,Accor Arena,Boutique Officielle Club,Boutique Merchandising,0.0,177594.31,10.13
CNS-02494,EVT-STADE-2025-0499,Accor Arena,Bar VIP Loges Prestige,Bar VIP Loges,205593.98,68326.68,15.63
CNS-02495,EVT-STADE-2025-0499,Accor Arena,Stand Snacking Parvis,Restauration / Buvette,46389.37,0.0,2.65
CNS-02496,EVT-STADE-2025-0500,Le Liberté,Buvette Tribune Nord,Restauration / Buvette,48070.13,0.0,3.64
CNS-02497,EVT-STADE-2025-0500,Le Liberté,Buvette Tribune Sud,Restauration / Buvette,44095.6,0.0,3.34
CNS-02498,EVT-STADE-2025-0500,Le Liberté,Boutique Officielle Club,Boutique Merchandising,0.0,126311.33,9.56
CNS-02499,EVT-STADE-2025-0500,Le Liberté,Bar VIP Loges Prestige,Bar VIP Loges,97910.54,18004.04,8.77
CNS-02500,EVT-STADE-2025-0500,Le Liberté,Stand Snacking Parvis,Restauration / Buvette,31000.22,0.0,2.35
CNS-02501,EVT-STADE-2025-0501,Stade Pierre-Mauroy,Buvette Tribune Nord,Restauration / Buvette,101604.73,0.0,3.22
CNS-02502,EVT-STADE-2025-0501,Stade Pierre-Mauroy,Buvette Tribune Sud,Restauration / Buvette,101186.85,0.0,3.21
CNS-02503,EVT-STADE-2025-0501,Stade Pierre-Mauroy,Boutique Officielle Club,Boutique Merchandising,0.0,192602.3,6.11
CNS-02504,EVT-STADE-2025-0501,Stade Pierre-Mauroy,Bar VIP Loges Prestige,Bar VIP Loges,193854.34,77135.25,8.59
CNS-02505,EVT-STADE-2025-0501,Stade Pierre-Mauroy,Stand Snacking Parvis,Restauration / Buvette,99603.25,0.0,3.16
CNS-02506,EVT-STADE-2025-0502,Halle de la Trocardière,Buvette Tribune Nord,Restauration / Buvette,157201.27,0.0,4.08
CNS-02507,EVT-STADE-2025-0502,Halle de la Trocardière,Buvette Tribune Sud,Restauration / Buvette,164462.47,0.0,4.27
CNS-02508,EVT-STADE-2025-0502,Halle de la Trocardière,Boutique Officielle Club,Boutique Merchandising,0.0,338370.63,8.78
CNS-02509,EVT-STADE-2025-0502,Halle de la Trocardière,Bar VIP Loges Prestige,Bar VIP Loges,329131.44,86214.06,10.77
CNS-02510,EVT-STADE-2025-0502,Halle de la Trocardière,Stand Snacking Parvis,Restauration / Buvette,103317.8,0.0,2.68
CNS-02511,EVT-STADE-2025-0503,Roazhon Park,Buvette Tribune Nord,Restauration / Buvette,186903.12,0.0,2.7
CNS-02512,EVT-STADE-2025-0503,Roazhon Park,Buvette Tribune Sud,Restauration / Buvette,197945.94,0.0,2.86
CNS-02513,EVT-STADE-2025-0503,Roazhon Park,Boutique Officielle Club,Boutique Merchandising,0.0,288408.76,4.17
CNS-02514,EVT-STADE-2025-0503,Roazhon Park,Bar VIP Loges Prestige,Bar VIP Loges,702578.92,159506.24,12.46
CNS-02515,EVT-STADE-2025-0503,Roazhon Park,Stand Snacking Parvis,Restauration / Buvette,246881.54,0.0,3.57
CNS-02516,EVT-STADE-2025-0504,Halle de la Trocardière,Buvette Tribune Nord,Restauration / Buvette,67787.64,0.0,2.31
CNS-02517,EVT-STADE-2025-0504,Halle de la Trocardière,Buvette Tribune Sud,Restauration / Buvette,117483.36,0.0,4.0
CNS-02518,EVT-STADE-2025-0504,Halle de la Trocardière,Boutique Officielle Club,Boutique Merchandising,0.0,107689.83,3.66
CNS-02519,EVT-STADE-2025-0504,Halle de la Trocardière,Bar VIP Loges Prestige,Bar VIP Loges,117239.47,50854.45,5.72
CNS-02520,EVT-STADE-2025-0504,Halle de la Trocardière,Stand Snacking Parvis,Restauration / Buvette,68014.55,0.0,2.31
CNS-02521,EVT-STADE-2025-0505,Stade de la Beaujoire,Buvette Tribune Nord,Restauration / Buvette,76063.45,0.0,3.47
CNS-02522,EVT-STADE-2025-0505,Stade de la Beaujoire,Buvette Tribune Sud,Restauration / Buvette,60943.37,0.0,2.78
CNS-02523,EVT-STADE-2025-0505,Stade de la Beaujoire,Boutique Officielle Club,Boutique Merchandising,0.0,103803.59,4.73
CNS-02524,EVT-STADE-2025-0505,Stade de la Beaujoire,Bar VIP Loges Prestige,Bar VIP Loges,172660.48,33306.4,9.39
CNS-02525,EVT-STADE-2025-0505,Stade de la Beaujoire,Stand Snacking Parvis,Restauration / Buvette,55347.99,0.0,2.52
CNS-02526,EVT-STADE-2025-0506,Complexe Mangin-Beaulieu,Buvette Tribune Nord,Restauration / Buvette,148120.82,0.0,2.4
CNS-02527,EVT-STADE-2025-0506,Complexe Mangin-Beaulieu,Buvette Tribune Sud,Restauration / Buvette,186032.51,0.0,3.01
CNS-02528,EVT-STADE-2025-0506,Complexe Mangin-Beaulieu,Boutique Officielle Club,Boutique Merchandising,0.0,638387.44,10.34
CNS-02529,EVT-STADE-2025-0506,Complexe Mangin-Beaulieu,Bar VIP Loges Prestige,Bar VIP Loges,313312.08,92323.78,6.57
CNS-02530,EVT-STADE-2025-0506,Complexe Mangin-Beaulieu,Stand Snacking Parvis,Restauration / Buvette,265875.53,0.0,4.3
CNS-02531,EVT-STADE-2025-0507,Stade Chaban-Delmas,Buvette Tribune Nord,Restauration / Buvette,113228.1,0.0,2.33
CNS-02532,EVT-STADE-2025-0507,Stade Chaban-Delmas,Buvette Tribune Sud,Restauration / Buvette,192284.4,0.0,3.95
CNS-02533,EVT-STADE-2025-0507,Stade Chaban-Delmas,Boutique Officielle Club,Boutique Merchandising,0.0,220939.49,4.54
CNS-02534,EVT-STADE-2025-0507,Stade Chaban-Delmas,Bar VIP Loges Prestige,Bar VIP Loges,338573.54,130332.29,9.64
CNS-02535,EVT-STADE-2025-0507,Stade Chaban-Delmas,Stand Snacking Parvis,Restauration / Buvette,151400.42,0.0,3.11
CNS-02536,EVT-STADE-2025-0508,Le Liberté,Buvette Tribune Nord,Restauration / Buvette,35274.83,0.0,3.48
CNS-02537,EVT-STADE-2025-0508,Le Liberté,Buvette Tribune Sud,Restauration / Buvette,22254.41,0.0,2.19
CNS-02538,EVT-STADE-2025-0508,Le Liberté,Boutique Officielle Club,Boutique Merchandising,0.0,100864.23,9.95
CNS-02539,EVT-STADE-2025-0508,Le Liberté,Bar VIP Loges Prestige,Bar VIP Loges,55996.3,25200.61,8.01
CNS-02540,EVT-STADE-2025-0508,Le Liberté,Stand Snacking Parvis,Restauration / Buvette,33472.36,0.0,3.3
CNS-02541,EVT-STADE-2025-0509,Stadium de Toulouse,Buvette Tribune Nord,Restauration / Buvette,41828.72,0.0,4.16
CNS-02542,EVT-STADE-2025-0509,Stadium de Toulouse,Buvette Tribune Sud,Restauration / Buvette,36686.0,0.0,3.65
CNS-02543,EVT-STADE-2025-0509,Stadium de Toulouse,Boutique Officielle Club,Boutique Merchandising,0.0,76332.76,7.6
CNS-02544,EVT-STADE-2025-0509,Stadium de Toulouse,Bar VIP Loges Prestige,Bar VIP Loges,59507.58,19836.09,7.89
CNS-02545,EVT-STADE-2025-0509,Stadium de Toulouse,Stand Snacking Parvis,Restauration / Buvette,23098.44,0.0,2.3
CNS-02546,EVT-STADE-2025-0510,Palais des Sports André-Brouat,Buvette Tribune Nord,Restauration / Buvette,43124.77,0.0,2.65
CNS-02547,EVT-STADE-2025-0510,Palais des Sports André-Brouat,Buvette Tribune Sud,Restauration / Buvette,37514.89,0.0,2.31
CNS-02548,EVT-STADE-2025-0510,Palais des Sports André-Brouat,Boutique Officielle Club,Boutique Merchandising,0.0,64787.32,3.98
CNS-02549,EVT-STADE-2025-0510,Palais des Sports André-Brouat,Bar VIP Loges Prestige,Bar VIP Loges,71123.97,22774.57,5.77
CNS-02550,EVT-STADE-2025-0510,Palais des Sports André-Brouat,Stand Snacking Parvis,Restauration / Buvette,47840.28,0.0,2.94
CNS-02551,EVT-STADE-2025-0511,Le Liberté,Buvette Tribune Nord,Restauration / Buvette,33168.44,0.0,2.94
CNS-02552,EVT-STADE-2025-0511,Le Liberté,Buvette Tribune Sud,Restauration / Buvette,47124.77,0.0,4.18
CNS-02553,EVT-STADE-2025-0511,Le Liberté,Boutique Officielle Club,Boutique Merchandising,0.0,128230.68,11.37
CNS-02554,EVT-STADE-2025-0511,Le Liberté,Bar VIP Loges Prestige,Bar VIP Loges,78618.8,31987.1,9.81
CNS-02555,EVT-STADE-2025-0511,Le Liberté,Stand Snacking Parvis,Restauration / Buvette,33745.92,0.0,2.99
CNS-02556,EVT-STADE-2025-0512,Stade de la Meinau,Buvette Tribune Nord,Restauration / Buvette,86163.95,0.0,2.83
CNS-02557,EVT-STADE-2025-0512,Stade de la Meinau,Buvette Tribune Sud,Restauration / Buvette,70170.93,0.0,2.31
CNS-02558,EVT-STADE-2025-0512,Stade de la Meinau,Boutique Officielle Club,Boutique Merchandising,0.0,190343.53,6.26
CNS-02559,EVT-STADE-2025-0512,Stade de la Meinau,Bar VIP Loges Prestige,Bar VIP Loges,195935.01,44373.96,7.9
CNS-02560,EVT-STADE-2025-0512,Stade de la Meinau,Stand Snacking Parvis,Restauration / Buvette,83195.8,0.0,2.74
CNS-02561,EVT-STADE-2025-0513,Matmut Atlantique,Buvette Tribune Nord,Restauration / Buvette,95081.55,0.0,3.47
CNS-02562,EVT-STADE-2025-0513,Matmut Atlantique,Buvette Tribune Sud,Restauration / Buvette,111074.33,0.0,4.05
CNS-02563,EVT-STADE-2025-0513,Matmut Atlantique,Boutique Officielle Club,Boutique Merchandising,0.0,120082.39,4.38
CNS-02564,EVT-STADE-2025-0513,Matmut Atlantique,Bar VIP Loges Prestige,Bar VIP Loges,316490.32,40980.02,13.03
CNS-02565,EVT-STADE-2025-0513,Matmut Atlantique,Stand Snacking Parvis,Restauration / Buvette,65332.63,0.0,2.38
CNS-02566,EVT-STADE-2025-0514,Stade Pierre-Mauroy,Buvette Tribune Nord,Restauration / Buvette,94949.24,0.0,2.8
CNS-02567,EVT-STADE-2025-0514,Stade Pierre-Mauroy,Buvette Tribune Sud,Restauration / Buvette,80799.7,0.0,2.38
CNS-02568,EVT-STADE-2025-0514,Stade Pierre-Mauroy,Boutique Officielle Club,Boutique Merchandising,0.0,270689.18,7.99
CNS-02569,EVT-STADE-2025-0514,Stade Pierre-Mauroy,Bar VIP Loges Prestige,Bar VIP Loges,277040.13,86292.28,10.72
CNS-02570,EVT-STADE-2025-0514,Stade Pierre-Mauroy,Stand Snacking Parvis,Restauration / Buvette,149486.93,0.0,4.41
CNS-02571,EVT-STADE-2025-0515,Complexe Mangin-Beaulieu,Buvette Tribune Nord,Restauration / Buvette,225486.23,0.0,2.9
CNS-02572,EVT-STADE-2025-0515,Complexe Mangin-Beaulieu,Buvette Tribune Sud,Restauration / Buvette,223210.99,0.0,2.87
CNS-02573,EVT-STADE-2025-0515,Complexe Mangin-Beaulieu,Boutique Officielle Club,Boutique Merchandising,0.0,541965.01,6.97
CNS-02574,EVT-STADE-2025-0515,Complexe Mangin-Beaulieu,Bar VIP Loges Prestige,Bar VIP Loges,679536.34,158752.28,10.78
CNS-02575,EVT-STADE-2025-0515,Complexe Mangin-Beaulieu,Stand Snacking Parvis,Restauration / Buvette,205880.48,0.0,2.65
CNS-02576,EVT-STADE-2025-0516,Complexe Mangin-Beaulieu,Buvette Tribune Nord,Restauration / Buvette,308688.28,0.0,4.32
CNS-02577,EVT-STADE-2025-0516,Complexe Mangin-Beaulieu,Buvette Tribune Sud,Restauration / Buvette,259948.0,0.0,3.64
CNS-02578,EVT-STADE-2025-0516,Complexe Mangin-Beaulieu,Boutique Officielle Club,Boutique Merchandising,0.0,709031.04,9.92
CNS-02579,EVT-STADE-2025-0516,Complexe Mangin-Beaulieu,Bar VIP Loges Prestige,Bar VIP Loges,412724.17,88492.84,7.02
CNS-02580,EVT-STADE-2025-0516,Complexe Mangin-Beaulieu,Stand Snacking Parvis,Restauration / Buvette,314227.69,0.0,4.4
CNS-02581,EVT-STADE-2025-0517,Arena du Pays d'Aix,Buvette Tribune Nord,Restauration / Buvette,113344.8,0.0,4.34
CNS-02582,EVT-STADE-2025-0517,Arena du Pays d'Aix,Buvette Tribune Sud,Restauration / Buvette,104353.93,0.0,3.99
CNS-02583,EVT-STADE-2025-0517,Arena du Pays d'Aix,Boutique Officielle Club,Boutique Merchandising,0.0,302214.93,11.57
CNS-02584,EVT-STADE-2025-0517,Arena du Pays d'Aix,Bar VIP Loges Prestige,Bar VIP Loges,220162.09,80082.91,11.49
CNS-02585,EVT-STADE-2025-0517,Arena du Pays d'Aix,Stand Snacking Parvis,Restauration / Buvette,70610.68,0.0,2.7
CNS-02586,EVT-STADE-2025-0518,Patinoire Pôle Sud,Buvette Tribune Nord,Restauration / Buvette,54969.78,0.0,4.11
CNS-02587,EVT-STADE-2025-0518,Patinoire Pôle Sud,Buvette Tribune Sud,Restauration / Buvette,38657.45,0.0,2.89
CNS-02588,EVT-STADE-2025-0518,Patinoire Pôle Sud,Boutique Officielle Club,Boutique Merchandising,0.0,76967.05,5.75
CNS-02589,EVT-STADE-2025-0518,Patinoire Pôle Sud,Bar VIP Loges Prestige,Bar VIP Loges,102264.32,35300.27,10.28
CNS-02590,EVT-STADE-2025-0518,Patinoire Pôle Sud,Stand Snacking Parvis,Restauration / Buvette,42439.75,0.0,3.17
CNS-02591,EVT-STADE-2025-0519,Stade Pierre-Mauroy,Buvette Tribune Nord,Restauration / Buvette,89362.27,0.0,4.05
CNS-02592,EVT-STADE-2025-0519,Stade Pierre-Mauroy,Buvette Tribune Sud,Restauration / Buvette,51278.99,0.0,2.32
CNS-02593,EVT-STADE-2025-0519,Stade Pierre-Mauroy,Boutique Officielle Club,Boutique Merchandising,0.0,163212.95,7.39
CNS-02594,EVT-STADE-2025-0519,Stade Pierre-Mauroy,Bar VIP Loges Prestige,Bar VIP Loges,159469.69,40060.39,9.03
CNS-02595,EVT-STADE-2025-0519,Stade Pierre-Mauroy,Stand Snacking Parvis,Restauration / Buvette,79650.18,0.0,3.61
CNS-02596,EVT-STADE-2025-0520,Complexe Sportif de Marcq,Buvette Tribune Nord,Restauration / Buvette,141536.57,0.0,2.14
CNS-02597,EVT-STADE-2025-0520,Complexe Sportif de Marcq,Buvette Tribune Sud,Restauration / Buvette,204174.49,0.0,3.09
CNS-02598,EVT-STADE-2025-0520,Complexe Sportif de Marcq,Boutique Officielle Club,Boutique Merchandising,0.0,617588.19,9.33
CNS-02599,EVT-STADE-2025-0520,Complexe Sportif de Marcq,Bar VIP Loges Prestige,Bar VIP Loges,428349.86,92951.75,7.88
CNS-02600,EVT-STADE-2025-0520,Complexe Sportif de Marcq,Stand Snacking Parvis,Restauration / Buvette,196335.15,0.0,2.97
CNS-02601,EVT-STADE-2025-0521,Halle de la Trocardière,Buvette Tribune Nord,Restauration / Buvette,90609.22,0.0,2.97
CNS-02602,EVT-STADE-2025-0521,Halle de la Trocardière,Buvette Tribune Sud,Restauration / Buvette,123146.88,0.0,4.04
CNS-02603,EVT-STADE-2025-0521,Halle de la Trocardière,Boutique Officielle Club,Boutique Merchandising,0.0,255006.42,8.36
CNS-02604,EVT-STADE-2025-0521,Halle de la Trocardière,Bar VIP Loges Prestige,Bar VIP Loges,304291.15,76274.43,12.48
CNS-02605,EVT-STADE-2025-0521,Halle de la Trocardière,Stand Snacking Parvis,Restauration / Buvette,84228.39,0.0,2.76
CNS-02606,EVT-STADE-2025-0522,Complexe Sportif de Marcq,Buvette Tribune Nord,Restauration / Buvette,187881.72,0.0,3.71
CNS-02607,EVT-STADE-2025-0522,Complexe Sportif de Marcq,Buvette Tribune Sud,Restauration / Buvette,153914.84,0.0,3.04
CNS-02608,EVT-STADE-2025-0522,Complexe Sportif de Marcq,Boutique Officielle Club,Boutique Merchandising,0.0,304278.37,6.01
CNS-02609,EVT-STADE-2025-0522,Complexe Sportif de Marcq,Bar VIP Loges Prestige,Bar VIP Loges,391335.95,155562.48,10.8
CNS-02610,EVT-STADE-2025-0522,Complexe Sportif de Marcq,Stand Snacking Parvis,Restauration / Buvette,123995.99,0.0,2.45
CNS-02611,EVT-STADE-2025-0523,Halle de la Trocardière,Buvette Tribune Nord,Restauration / Buvette,116068.96,0.0,3.52
CNS-02612,EVT-STADE-2025-0523,Halle de la Trocardière,Buvette Tribune Sud,Restauration / Buvette,98732.37,0.0,3.0
CNS-02613,EVT-STADE-2025-0523,Halle de la Trocardière,Boutique Officielle Club,Boutique Merchandising,0.0,391616.04,11.89
CNS-02614,EVT-STADE-2025-0523,Halle de la Trocardière,Bar VIP Loges Prestige,Bar VIP Loges,266487.79,41765.73,9.36
CNS-02615,EVT-STADE-2025-0523,Halle de la Trocardière,Stand Snacking Parvis,Restauration / Buvette,92073.95,0.0,2.8
CNS-02616,EVT-STADE-2025-0524,Stade de Gerland,Buvette Tribune Nord,Restauration / Buvette,218951.38,0.0,3.93
CNS-02617,EVT-STADE-2025-0524,Stade de Gerland,Buvette Tribune Sud,Restauration / Buvette,227703.07,0.0,4.09
CNS-02618,EVT-STADE-2025-0524,Stade de Gerland,Boutique Officielle Club,Boutique Merchandising,0.0,340879.12,6.12
CNS-02619,EVT-STADE-2025-0524,Stade de Gerland,Bar VIP Loges Prestige,Bar VIP Loges,230354.47,75685.73,5.5
CNS-02620,EVT-STADE-2025-0524,Stade de Gerland,Stand Snacking Parvis,Restauration / Buvette,218021.71,0.0,3.92
CNS-02621,EVT-STADE-2025-0525,Rhenus Sport,Buvette Tribune Nord,Restauration / Buvette,197757.48,0.0,4.15
CNS-02622,EVT-STADE-2025-0525,Rhenus Sport,Buvette Tribune Sud,Restauration / Buvette,197430.9,0.0,4.14
CNS-02623,EVT-STADE-2025-0525,Rhenus Sport,Boutique Officielle Club,Boutique Merchandising,0.0,249899.06,5.25
CNS-02624,EVT-STADE-2025-0525,Rhenus Sport,Bar VIP Loges Prestige,Bar VIP Loges,457675.49,145688.3,12.67
CNS-02625,EVT-STADE-2025-0525,Rhenus Sport,Stand Snacking Parvis,Restauration / Buvette,143355.91,0.0,3.01
CNS-02626,EVT-STADE-2025-0526,Complexe Mangin-Beaulieu,Buvette Tribune Nord,Restauration / Buvette,202098.74,0.0,2.93
CNS-02627,EVT-STADE-2025-0526,Complexe Mangin-Beaulieu,Buvette Tribune Sud,Restauration / Buvette,200399.75,0.0,2.91
CNS-02628,EVT-STADE-2025-0526,Complexe Mangin-Beaulieu,Boutique Officielle Club,Boutique Merchandising,0.0,247541.92,3.59
CNS-02629,EVT-STADE-2025-0526,Complexe Mangin-Beaulieu,Bar VIP Loges Prestige,Bar VIP Loges,847787.95,165300.89,14.69
CNS-02630,EVT-STADE-2025-0526,Complexe Mangin-Beaulieu,Stand Snacking Parvis,Restauration / Buvette,185707.43,0.0,2.69
CNS-02631,EVT-STADE-2025-0527,Orange Vélodrome,Buvette Tribune Nord,Restauration / Buvette,88065.85,0.0,3.6
CNS-02632,EVT-STADE-2025-0527,Orange Vélodrome,Buvette Tribune Sud,Restauration / Buvette,106854.62,0.0,4.37
CNS-02633,EVT-STADE-2025-0527,Orange Vélodrome,Boutique Officielle Club,Boutique Merchandising,0.0,166177.03,6.8
CNS-02634,EVT-STADE-2025-0527,Orange Vélodrome,Bar VIP Loges Prestige,Bar VIP Loges,206217.78,90245.08,12.14
CNS-02635,EVT-STADE-2025-0527,Orange Vélodrome,Stand Snacking Parvis,Restauration / Buvette,82201.95,0.0,3.36
CNS-02636,EVT-STADE-2025-0528,Complexe Mangin-Beaulieu,Buvette Tribune Nord,Restauration / Buvette,146979.3,0.0,2.28
CNS-02637,EVT-STADE-2025-0528,Complexe Mangin-Beaulieu,Buvette Tribune Sud,Restauration / Buvette,288288.73,0.0,4.47
CNS-02638,EVT-STADE-2025-0528,Complexe Mangin-Beaulieu,Boutique Officielle Club,Boutique Merchandising,0.0,717646.72,11.13
CNS-02639,EVT-STADE-2025-0528,Complexe Mangin-Beaulieu,Bar VIP Loges Prestige,Bar VIP Loges,828158.61,226186.42,16.35
CNS-02640,EVT-STADE-2025-0528,Complexe Mangin-Beaulieu,Stand Snacking Parvis,Restauration / Buvette,155983.91,0.0,2.42
CNS-02641,EVT-STADE-2025-0529,Halle Clémenceau,Buvette Tribune Nord,Restauration / Buvette,65949.73,0.0,2.66
CNS-02642,EVT-STADE-2025-0529,Halle Clémenceau,Buvette Tribune Sud,Restauration / Buvette,92390.21,0.0,3.73
CNS-02643,EVT-STADE-2025-0529,Halle Clémenceau,Boutique Officielle Club,Boutique Merchandising,0.0,103147.64,4.16
CNS-02644,EVT-STADE-2025-0529,Halle Clémenceau,Bar VIP Loges Prestige,Bar VIP Loges,123552.35,73519.39,7.95
CNS-02645,EVT-STADE-2025-0529,Halle Clémenceau,Stand Snacking Parvis,Restauration / Buvette,53009.59,0.0,2.14
CNS-02646,EVT-STADE-2025-0530,Roazhon Park,Buvette Tribune Nord,Restauration / Buvette,268052.24,0.0,3.52
CNS-02647,EVT-STADE-2025-0530,Roazhon Park,Buvette Tribune Sud,Restauration / Buvette,307119.53,0.0,4.03
CNS-02648,EVT-STADE-2025-0530,Roazhon Park,Boutique Officielle Club,Boutique Merchandising,0.0,355262.69,4.66
CNS-02649,EVT-STADE-2025-0530,Roazhon Park,Bar VIP Loges Prestige,Bar VIP Loges,533049.02,117537.65,8.53
CNS-02650,EVT-STADE-2025-0530,Roazhon Park,Stand Snacking Parvis,Restauration / Buvette,175622.85,0.0,2.3
CNS-02651,EVT-STADE-2025-0531,Groupama Stadium,Buvette Tribune Nord,Restauration / Buvette,107755.32,0.0,4.12
CNS-02652,EVT-STADE-2025-0531,Groupama Stadium,Buvette Tribune Sud,Restauration / Buvette,63373.59,0.0,2.42
CNS-02653,EVT-STADE-2025-0531,Groupama Stadium,Boutique Officielle Club,Boutique Merchandising,0.0,281532.89,10.77
CNS-02654,EVT-STADE-2025-0531,Groupama Stadium,Bar VIP Loges Prestige,Bar VIP Loges,101720.27,30929.35,5.07
CNS-02655,EVT-STADE-2025-0531,Groupama Stadium,Stand Snacking Parvis,Restauration / Buvette,84157.06,0.0,3.22
CNS-02656,EVT-STADE-2025-0532,Parc des Princes,Buvette Tribune Nord,Restauration / Buvette,105179.08,0.0,4.4
CNS-02657,EVT-STADE-2025-0532,Parc des Princes,Buvette Tribune Sud,Restauration / Buvette,90741.65,0.0,3.79
