ligne_axe_id,nom_axe_ferroviaire,gare_depart,gare_arrivee,service_type,region,duree_moyenne_trajet_minutes,circulations_prevues_nombre,nombre_trains_annules,retard_moyen_minutes,taux_regularite_ponctualite_pct,cause_retard_infrastructure_pct,cause_retard_materiel_roulant_pct,cause_retard_gestion_trafic_pct,perte_financiere_retards_eur
AXE-TGV-06727,AVIGNON TGV - PARIS LYON,AVIGNON TGV,PARIS LYON,TGV InOui,National TGV,205.1,527,1,12.6,93.5,25.5,23.8,50.7,798781.6
AXE-TGV-06728,BESANCON FRANCHE COMTE TGV - PARIS LYON,BESANCON FRANCHE COMTE TGV,PARIS LYON,TGV InOui,National TGV,87.4,168,1,5.4,96.7,28.5,26.7,44.8,112652.04
AXE-TGV-06729,BORDEAUX ST JEAN - PARIS MONTPARNASSE,BORDEAUX ST JEAN,PARIS MONTPARNASSE,TGV InOui,National TGV,115.6,1033,18,26.7,84.9,28.7,29.8,41.5,3328747.95
AXE-TGV-06730,BORDEAUX ST JEAN - TOURCOING,BORDEAUX ST JEAN,TOURCOING,TGV InOui,National TGV,64.9,31,1,4.0,94.8,25.7,22.7,51.6,19042.5
AXE-TGV-06731,GRENOBLE - PARIS LYON,GRENOBLE,PARIS LYON,TGV InOui,National TGV,124.1,156,5,21.6,86.0,18.2,30.3,51.5,413892.0
AXE-TGV-06732,LA ROCHELLE VILLE - PARIS MONTPARNASSE,LA ROCHELLE VILLE,PARIS MONTPARNASSE,TGV InOui,National TGV,85.6,227,1,30.4,84.3,24.3,40.0,35.7,829720.77
AXE-TGV-06733,LYON PART DIEU - LILLE,LYON PART DIEU,LILLE,TGV InOui,National TGV,203.2,334,4,17.7,90.0,27.1,34.1,38.8,717362.01
AXE-TGV-06734,LYON PART DIEU - MONTPELLIER,LYON PART DIEU,MONTPELLIER,TGV InOui,National TGV,69.5,332,7,14.3,90.8,29.7,40.5,29.8,587869.83
AXE-TGV-06735,NANCY - PARIS EST,NANCY,PARIS EST,TGV InOui,National TGV,125.9,294,5,10.5,93.0,29.9,41.2,28.9,388012.75
AXE-TGV-06736,NIMES - PARIS LYON,NIMES,PARIS LYON,TGV InOui,National TGV,132.8,327,2,21.8,88.5,20.7,24.6,54.7,860688.5
AXE-TGV-06737,PARIS EST - REIMS,PARIS EST,REIMS,TGV InOui,National TGV,236.2,213,2,15.5,91.3,27.8,23.0,49.2,401163.46
AXE-TGV-06738,PARIS LYON - LE CREUSOT MONTCEAU MONTCHANIN,PARIS LYON,LE CREUSOT MONTCEAU MONTCHANIN,TGV InOui,National TGV,212.2,198,0,20.7,89.6,26.9,36.6,36.5,491862.46
AXE-TGV-06739,PARIS LYON - MACON LOCHE,PARIS LYON,MACON LOCHE,TGV InOui,National TGV,205.7,245,0,23.1,88.5,20.0,23.1,56.9,677929.85
AXE-TGV-06740,PARIS LYON - NIMES,PARIS LYON,NIMES,TGV InOui,National TGV,178.8,336,2,28.1,85.3,28.7,23.2,48.1,1136262.95
AXE-TGV-06741,PARIS MONTPARNASSE - LAVAL,PARIS MONTPARNASSE,LAVAL,TGV InOui,National TGV,224.9,283,2,17.7,90.4,24.5,33.5,42.0,606680.47
AXE-TGV-06742,PARIS MONTPARNASSE - LE MANS,PARIS MONTPARNASSE,LE MANS,TGV InOui,National TGV,108.7,499,3,18.2,90.3,30.4,37.5,32.1,1099253.02
AXE-TGV-06743,PARIS MONTPARNASSE - RENNES,PARIS MONTPARNASSE,RENNES,TGV InOui,National TGV,187.7,863,4,17.0,91.0,21.4,36.7,41.9,1772903.09
AXE-TGV-06744,PARIS MONTPARNASSE - TOULOUSE MATABIAU,PARIS MONTPARNASSE,TOULOUSE MATABIAU,TGV InOui,National TGV,150.9,203,3,24.1,86.5,19.3,38.5,42.2,591004.76
AXE-TGV-06745,PARIS NORD - ARRAS,PARIS NORD,ARRAS,TGV InOui,National TGV,113.3,464,20,22.6,84.4,21.2,29.2,49.6,1294596.4
AXE-TGV-06746,PERPIGNAN - PARIS LYON,PERPIGNAN,PARIS LYON,TGV InOui,National TGV,68.4,290,2,15.1,91.8,23.4,38.8,37.8,531262.29
AXE-TGV-06747,VANNES - PARIS MONTPARNASSE,VANNES,PARIS MONTPARNASSE,TGV InOui,National TGV,60.8,288,1,4.6,97.4,22.0,22.7,55.3,162643.38
AXE-TGV-06748,PARIS EST - STUTTGART,PARIS EST,STUTTGART,TGV InOui,National TGV,177.3,146,15,15.2,82.1,19.9,37.0,43.1,306760.58
AXE-TGV-06749,PARIS LYON - ITALIE,PARIS LYON,ITALIE,TGV InOui,National TGV,73.9,92,0,20.8,89.6,26.2,23.0,50.8,230152.28
AXE-TGV-06750,BREST - PARIS MONTPARNASSE,BREST,PARIS MONTPARNASSE,TGV InOui,National TGV,226.1,265,3,33.1,82.3,28.6,25.1,46.3,1052780.64
AXE-TGV-06751,CHAMBERY CHALLES LES EAUX - PARIS LYON,CHAMBERY CHALLES LES EAUX,PARIS LYON,TGV InOui,National TGV,228.0,224,2,14.9,91.7,31.0,40.5,28.5,405698.64
AXE-TGV-06752,DUNKERQUE - PARIS NORD,DUNKERQUE,PARIS NORD,TGV InOui,National TGV,143.9,156,6,29.9,81.2,32.3,32.0,35.7,565000.0
AXE-TGV-06753,LE CREUSOT MONTCEAU MONTCHANIN - PARIS LYON,LE CREUSOT MONTCEAU MONTCHANIN,PARIS LYON,TGV InOui,National TGV,61.3,211,0,10.4,94.8,29.7,33.0,37.3,262663.35
AXE-TGV-06754,MARNE LA VALLEE - LYON PART DIEU,MARNE LA VALLEE,LYON PART DIEU,TGV InOui,National TGV,67.3,414,5,11.5,93.1,22.4,32.5,45.1,585908.07
AXE-TGV-06755,MARSEILLE ST CHARLES - LILLE,MARSEILLE ST CHARLES,LILLE,TGV InOui,National TGV,64.4,208,2,13.9,92.1,21.1,31.9,47.0,351404.31
AXE-TGV-06756,MARSEILLE ST CHARLES - LYON PART DIEU,MARSEILLE ST CHARLES,LYON PART DIEU,TGV InOui,National TGV,80.2,589,2,14.7,92.3,32.7,22.5,44.8,1047343.99
AXE-TGV-06757,MARSEILLE ST CHARLES - MARNE LA VALLEE,MARSEILLE ST CHARLES,MARNE LA VALLEE,TGV InOui,National TGV,215.7,286,2,15.1,91.7,30.3,29.3,40.4,524404.78
AXE-TGV-06758,MONTPELLIER - LYON PART DIEU,MONTPELLIER,LYON PART DIEU,TGV InOui,National TGV,229.4,272,1,16.6,91.3,19.1,37.4,43.5,543866.7
AXE-TGV-06759,NANTES - STRASBOURG,NANTES,STRASBOURG,TGV InOui,National TGV,79.4,57,0,22.0,89.0,32.5,26.7,40.8,150438.55
AXE-TGV-06760,PARIS LYON - BESANCON FRANCHE COMTE TGV,PARIS LYON,BESANCON FRANCHE COMTE TGV,TGV InOui,National TGV,164.0,153,1,28.0,85.3,20.1,23.4,56.5,515229.21
AXE-TGV-06761,PARIS LYON - LYON PART DIEU,PARIS LYON,LYON PART DIEU,TGV InOui,National TGV,195.8,620,2,21.0,89.2,20.7,36.8,42.5,1569925.38
AXE-TGV-06762,PARIS LYON - TOULON,PARIS LYON,TOULON,TGV InOui,National TGV,230.9,375,3,25.4,86.5,33.4,26.4,40.2,1147428.59
AXE-TGV-06763,PARIS MONTPARNASSE - VANNES,PARIS MONTPARNASSE,VANNES,TGV InOui,National TGV,223.2,269,1,16.9,91.2,31.9,31.0,37.1,547334.0
AXE-TGV-06764,QUIMPER - PARIS MONTPARNASSE,QUIMPER,PARIS MONTPARNASSE,TGV InOui,National TGV,112.7,254,1,13.9,92.6,21.1,26.4,52.5,427371.43
AXE-TGV-06765,REIMS - PARIS EST,REIMS,PARIS EST,TGV InOui,National TGV,95.1,210,3,8.7,94.2,31.2,41.3,27.5,229122.0
AXE-TGV-06766,RENNES - PARIS MONTPARNASSE,RENNES,PARIS MONTPARNASSE,TGV InOui,National TGV,206.0,832,5,12.5,93.1,27.2,23.4,49.4,1265383.29
AXE-TGV-06767,SAINT ETIENNE CHATEAUCREUX - PARIS LYON,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,TGV InOui,National TGV,84.6,119,0,4.2,97.9,30.6,40.7,28.7,59366.13
AXE-TGV-06768,VALENCE ALIXAN TGV - PARIS LYON,VALENCE ALIXAN TGV,PARIS LYON,TGV InOui,National TGV,190.8,535,5,21.2,88.5,23.6,39.9,36.5,1369939.15
AXE-TGV-06769,FRANCFORT - PARIS EST,FRANCFORT,PARIS EST,TGV InOui,National TGV,70.3,173,2,4.9,96.4,32.6,30.3,37.1,109990.59
AXE-TGV-06770,PARIS LYON - BARCELONA,PARIS LYON,BARCELONA,TGV InOui,National TGV,99.9,62,0,21.7,89.1,24.6,37.6,37.8,161763.64
AXE-TGV-06771,ZURICH - PARIS LYON,ZURICH,PARIS LYON,TGV InOui,National TGV,91.3,46,1,2.3,96.7,19.3,41.9,38.8,16871.54
AXE-TGV-06772,ANGOULEME - PARIS MONTPARNASSE,ANGOULEME,PARIS MONTPARNASSE,TGV InOui,National TGV,225.0,321,6,19.9,88.2,32.7,39.9,27.4,779527.32
AXE-TGV-06773,ANNECY - PARIS LYON,ANNECY,PARIS LYON,TGV InOui,National TGV,112.6,122,1,6.8,95.8,26.0,25.8,48.2,102510.0
AXE-TGV-06774,DIJON VILLE - PARIS LYON,DIJON VILLE,PARIS LYON,TGV InOui,National TGV,122.1,378,3,8.7,94.8,31.6,24.4,44.0,406267.24
AXE-TGV-06775,LYON PART DIEU - MARNE LA VALLEE,LYON PART DIEU,MARNE LA VALLEE,TGV InOui,National TGV,74.3,383,4,18.0,90.0,20.5,22.8,56.7,834373.63
AXE-TGV-06776,LYON PART DIEU - RENNES,LYON PART DIEU,RENNES,TGV InOui,National TGV,187.7,123,0,15.6,92.2,21.8,33.0,45.2,230301.86
AXE-TGV-06777,MACON LOCHE - PARIS LYON,MACON LOCHE,PARIS LYON,TGV InOui,National TGV,133.3,243,2,19.0,89.7,23.4,39.6,37.0,559488.46
AXE-TGV-06778,MARNE LA VALLEE - MARSEILLE ST CHARLES,MARNE LA VALLEE,MARSEILLE ST CHARLES,TGV InOui,National TGV,117.7,287,3,13.4,92.3,21.0,39.2,39.8,468746.26
AXE-TGV-06779,MULHOUSE VILLE - PARIS LYON,MULHOUSE VILLE,PARIS LYON,TGV InOui,National TGV,97.3,316,3,6.2,96.0,21.6,41.3,37.1,245662.83
AXE-TGV-06780,NICE VILLE - PARIS LYON,NICE VILLE,PARIS LYON,TGV InOui,National TGV,145.3,311,2,16.2,91.3,29.7,27.1,43.2,610126.39
AXE-TGV-06781,PARIS EST - METZ,PARIS EST,METZ,TGV InOui,National TGV,152.2,261,7,18.2,88.2,24.6,28.8,46.6,585381.64
AXE-TGV-06782,PARIS LYON - DIJON VILLE,PARIS LYON,DIJON VILLE,TGV InOui,National TGV,170.8,394,6,25.2,85.9,19.5,31.9,48.6,1200576.98
AXE-TGV-06783,PARIS LYON - NICE VILLE,PARIS LYON,NICE VILLE,TGV InOui,National TGV,118.5,319,2,25.5,86.6,30.3,41.0,28.7,980529.52
AXE-TGV-06784,PARIS MONTPARNASSE - LA ROCHELLE VILLE,PARIS MONTPARNASSE,LA ROCHELLE VILLE,TGV InOui,National TGV,239.0,238,2,26.4,86.0,19.6,24.6,55.8,756097.33
AXE-TGV-06785,PARIS NORD - LILLE,PARIS NORD,LILLE,TGV InOui,National TGV,181.2,629,7,25.1,86.4,29.8,39.7,30.5,1902937.06
AXE-TGV-06786,ST MALO - PARIS MONTPARNASSE,ST MALO,PARIS MONTPARNASSE,TGV InOui,National TGV,193.0,121,0,15.7,92.2,32.7,29.8,37.5,227647.54
AXE-TGV-06787,ST PIERRE DES CORPS - PARIS MONTPARNASSE,ST PIERRE DES CORPS,PARIS MONTPARNASSE,TGV InOui,National TGV,96.5,554,4,14.8,91.9,30.6,39.5,29.9,997052.38
AXE-TGV-06788,STRASBOURG - PARIS EST,STRASBOURG,PARIS EST,TGV InOui,National TGV,161.5,552,8,13.8,91.7,26.7,28.8,44.5,935968.21
AXE-TGV-06789,TOULOUSE MATABIAU - PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE,TGV InOui,National TGV,193.9,199,1,25.0,87.0,25.6,31.3,43.1,598581.0
AXE-TGV-06790,PARIS EST - FRANCFORT,PARIS EST,FRANCFORT,TGV InOui,National TGV,229.2,172,1,16.6,91.1,31.7,31.7,36.6,345774.29
AXE-TGV-06791,STUTTGART - PARIS EST,STUTTGART,PARIS EST,TGV InOui,National TGV,176.7,150,1,8.2,95.2,20.8,22.2,57.0,151210.49
AXE-TGV-06792,ANGERS SAINT LAUD - PARIS MONTPARNASSE,ANGERS SAINT LAUD,PARIS MONTPARNASSE,TGV InOui,National TGV,151.5,567,3,10.7,94.1,22.1,27.5,50.4,739655.24
AXE-TGV-06793,DOUAI - PARIS NORD,DOUAI,PARIS NORD,TGV InOui,National TGV,233.4,152,6,8.5,91.8,25.3,29.7,45.0,175646.64
AXE-TGV-06794,LAVAL - PARIS MONTPARNASSE,LAVAL,PARIS MONTPARNASSE,TGV InOui,National TGV,120.1,245,1,10.6,94.3,23.3,26.2,50.5,314096.96
AXE-TGV-06795,LE MANS - PARIS MONTPARNASSE,LE MANS,PARIS MONTPARNASSE,TGV InOui,National TGV,234.9,418,1,10.1,94.7,32.7,35.7,31.6,509626.0
AXE-TGV-06796,LILLE - MARSEILLE ST CHARLES,LILLE,MARSEILLE ST CHARLES,TGV InOui,National TGV,222.6,214,2,10.6,93.8,24.8,24.3,50.9,279338.82
AXE-TGV-06797,LILLE - PARIS NORD,LILLE,PARIS NORD,TGV InOui,National TGV,89.1,668,9,18.2,89.5,19.3,31.0,49.7,1480556.21
AXE-TGV-06798,MARSEILLE ST CHARLES - PARIS LYON,MARSEILLE ST CHARLES,PARIS LYON,TGV InOui,National TGV,85.2,539,2,15.7,91.8,19.2,31.9,48.9,1022880.0
AXE-TGV-06799,MARSEILLE ST CHARLES - TOURCOING,MARSEILLE ST CHARLES,TOURCOING,TGV InOui,National TGV,77.4,31,0,18.7,90.7,29.5,26.8,43.7,69419.33
AXE-TGV-06800,METZ - PARIS EST,METZ,PARIS EST,TGV InOui,National TGV,210.7,296,7,10.2,92.6,23.0,38.9,38.1,383738.45
AXE-TGV-06801,MONTPELLIER - PARIS LYON,MONTPELLIER,PARIS LYON,TGV InOui,National TGV,123.4,327,2,19.2,89.8,33.3,26.8,39.9,759126.59
AXE-TGV-06802,NANTES - PARIS MONTPARNASSE,NANTES,PARIS MONTPARNASSE,TGV InOui,National TGV,103.1,634,3,11.6,93.7,18.6,34.2,47.2,891543.91
AXE-TGV-06803,PARIS LYON - AIX EN PROVENCE TGV,PARIS LYON,AIX EN PROVENCE TGV,TGV InOui,National TGV,152.7,486,0,25.0,87.5,32.2,27.8,40.0,1460486.51
AXE-TGV-06804,PARIS LYON - ANNECY,PARIS LYON,ANNECY,TGV InOui,National TGV,225.0,129,2,25.4,85.7,18.5,27.6,53.9,396167.64
AXE-TGV-06805,PARIS LYON - AVIGNON TGV,PARIS LYON,AVIGNON TGV,TGV InOui,National TGV,213.4,586,1,23.2,88.2,18.9,40.6,40.5,1631700.0
AXE-TGV-06806,PARIS LYON - CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX,TGV InOui,National TGV,174.9,233,1,23.5,87.8,29.9,33.8,36.3,657522.0
AXE-TGV-06807,PARIS LYON - SAINT ETIENNE CHATEAUCREUX,PARIS LYON,SAINT ETIENNE CHATEAUCREUX,TGV InOui,National TGV,225.3,119,7,22.3,83.0,32.0,35.2,32.8,330753.82
AXE-TGV-06808,PARIS MONTPARNASSE - ANGERS SAINT LAUD,PARIS MONTPARNASSE,ANGERS SAINT LAUD,TGV InOui,National TGV,91.1,541,1,13.5,93.1,20.6,38.2,41.2,877670.85
AXE-TGV-06809,PARIS MONTPARNASSE - ANGOULEME,PARIS MONTPARNASSE,ANGOULEME,TGV InOui,National TGV,149.8,301,10,26.5,83.4,33.1,22.3,44.6,969350.31
AXE-TGV-06810,PARIS NORD - DOUAI,PARIS NORD,DOUAI,TGV InOui,National TGV,61.3,119,5,26.5,82.6,18.4,26.5,55.1,384526.0
AXE-TGV-06811,RENNES - LYON PART DIEU,RENNES,LYON PART DIEU,TGV InOui,National TGV,208.7,123,0,17.3,91.4,27.2,28.5,44.3,255011.37
AXE-TGV-06812,TOULON - PARIS LYON,TOULON,PARIS LYON,TGV InOui,National TGV,144.2,361,2,14.6,92.1,31.7,34.3,34.0,638673.18
AXE-TGV-06813,TOURCOING - BORDEAUX ST JEAN,TOURCOING,BORDEAUX ST JEAN,TGV InOui,National TGV,91.1,31,1,12.7,90.4,31.0,27.8,41.2,50304.0
AXE-TGV-06814,BARCELONA - PARIS LYON,BARCELONA,PARIS LYON,TGV InOui,National TGV,123.2,62,0,12.1,93.9,18.8,35.6,45.6,90135.28
AXE-TGV-06815,PARIS LYON - ITALIE,PARIS LYON,ITALIE,TGV InOui,National TGV,153.2,96,0,17.7,91.2,27.7,28.3,44.0,203823.16
AXE-TGV-06816,PARIS LYON - LAUSANNE,PARIS LYON,LAUSANNE,TGV InOui,National TGV,146.5,186,2,18.9,89.5,33.3,37.1,29.6,425473.78
AXE-TGV-06817,PARIS LYON - ZURICH,PARIS LYON,ZURICH,TGV InOui,National TGV,179.4,174,0,17.7,91.1,25.1,39.2,35.7,370340.09
AXE-TGV-06818,ANGERS SAINT LAUD - PARIS MONTPARNASSE,ANGERS SAINT LAUD,PARIS MONTPARNASSE,TGV InOui,National TGV,164.3,560,4,8.1,95.2,31.4,29.7,38.9,558549.65
AXE-TGV-06819,ANNECY - PARIS LYON,ANNECY,PARIS LYON,TGV InOui,National TGV,79.1,125,0,3.3,98.3,28.5,36.7,34.8,50000.0
AXE-TGV-06820,BORDEAUX ST JEAN - PARIS MONTPARNASSE,BORDEAUX ST JEAN,PARIS MONTPARNASSE,TGV InOui,National TGV,234.6,1032,4,15.4,91.9,24.8,27.7,47.5,1914189.86
AXE-TGV-06821,LE CREUSOT MONTCEAU MONTCHANIN - PARIS LYON,LE CREUSOT MONTCEAU MONTCHANIN,PARIS LYON,TGV InOui,National TGV,109.3,216,0,7.4,96.3,22.3,23.0,54.7,193033.24
AXE-TGV-06822,LYON PART DIEU - MARNE LA VALLEE,LYON PART DIEU,MARNE LA VALLEE,TGV InOui,National TGV,186.2,384,0,11.8,94.1,22.3,32.1,45.6,542078.37
AXE-TGV-06823,MACON LOCHE - PARIS LYON,MACON LOCHE,PARIS LYON,TGV InOui,National TGV,74.9,250,0,14.4,92.8,26.2,23.5,50.3,430509.66
AXE-TGV-06824,MARSEILLE ST CHARLES - LYON PART DIEU,MARSEILLE ST CHARLES,LYON PART DIEU,TGV InOui,National TGV,231.0,590,0,17.6,91.2,31.8,33.7,34.5,1246414.22
AXE-TGV-06825,METZ - PARIS EST,METZ,PARIS EST,TGV InOui,National TGV,195.2,290,4,8.9,94.2,28.1,29.2,42.7,323020.91
AXE-TGV-06826,NANTES - PARIS MONTPARNASSE,NANTES,PARIS MONTPARNASSE,TGV InOui,National TGV,180.9,629,4,8.9,94.9,22.3,34.8,42.9,685431.25
AXE-TGV-06827,NICE VILLE - PARIS LYON,NICE VILLE,PARIS LYON,TGV InOui,National TGV,206.9,311,0,17.9,91.0,29.3,39.4,31.3,668482.54
AXE-TGV-06828,NIMES - PARIS LYON,NIMES,PARIS LYON,TGV InOui,National TGV,141.9,316,0,17.6,91.2,31.0,30.5,38.5,669206.01
AXE-TGV-06829,PARIS EST - REIMS,PARIS EST,REIMS,TGV InOui,National TGV,109.3,201,0,10.6,94.7,32.4,38.3,29.3,255199.65
AXE-TGV-06830,PARIS EST - STRASBOURG,PARIS EST,STRASBOURG,TGV InOui,National TGV,158.7,584,6,8.9,94.5,26.3,30.7,43.0,642464.34
AXE-TGV-06831,PARIS LYON - CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX,TGV InOui,National TGV,237.5,234,0,22.7,88.6,23.5,35.0,41.5,638460.0
AXE-TGV-06832,PARIS LYON - GRENOBLE,PARIS LYON,GRENOBLE,TGV InOui,National TGV,73.3,162,0,19.8,90.1,32.0,41.7,26.3,385792.87
AXE-TGV-06833,PARIS LYON - LE CREUSOT MONTCEAU MONTCHANIN,PARIS LYON,LE CREUSOT MONTCEAU MONTCHANIN,TGV InOui,National TGV,65.2,204,0,15.4,92.3,33.9,28.0,38.1,376747.2
AXE-TGV-06834,PARIS LYON - MONTPELLIER,PARIS LYON,MONTPELLIER,TGV InOui,National TGV,115.5,331,0,20.8,89.6,20.9,25.4,53.7,827720.67
AXE-TGV-06835,PARIS LYON - MULHOUSE VILLE,PARIS LYON,MULHOUSE VILLE,TGV InOui,National TGV,198.4,309,0,18.5,90.8,29.0,33.1,37.9,685250.42
AXE-TGV-06836,PARIS LYON - NICE VILLE,PARIS LYON,NICE VILLE,TGV InOui,National TGV,91.2,306,1,21.2,89.1,33.1,24.9,42.0,781292.77
AXE-TGV-06837,PARIS LYON - VALENCE ALIXAN TGV,PARIS LYON,VALENCE ALIXAN TGV,TGV InOui,National TGV,77.6,461,1,22.1,88.7,19.3,22.8,57.9,1225392.87
AXE-TGV-06838,PARIS MONTPARNASSE - ANGERS SAINT LAUD,PARIS MONTPARNASSE,ANGERS SAINT LAUD,TGV InOui,National TGV,220.3,534,4,16.0,91.2,25.3,29.9,44.8,1037488.12
AXE-TGV-06839,PARIS MONTPARNASSE - BREST,PARIS MONTPARNASSE,BREST,TGV InOui,National TGV,167.5,247,0,10.4,94.8,20.1,37.2,42.7,307252.56
AXE-TGV-06840,PARIS MONTPARNASSE - POITIERS,PARIS MONTPARNASSE,POITIERS,TGV InOui,National TGV,208.0,604,0,8.4,95.8,26.9,33.1,40.0,611735.85
AXE-TGV-06841,PARIS MONTPARNASSE - QUIMPER,PARIS MONTPARNASSE,QUIMPER,TGV InOui,National TGV,193.0,259,3,8.7,94.5,23.1,39.4,37.5,282216.65
AXE-TGV-06842,PARIS MONTPARNASSE - ST MALO,PARIS MONTPARNASSE,ST MALO,TGV InOui,National TGV,100.5,121,0,8.0,96.0,30.4,40.0,29.6,116595.6
AXE-TGV-06843,PARIS MONTPARNASSE - ST PIERRE DES CORPS,PARIS MONTPARNASSE,ST PIERRE DES CORPS,TGV InOui,National TGV,189.2,509,0,10.3,94.8,22.6,40.5,36.9,630699.02
AXE-TGV-06844,PARIS NORD - DUNKERQUE,PARIS NORD,DUNKERQUE,TGV InOui,National TGV,167.2,154,1,16.2,91.3,20.0,33.9,46.1,301721.63
AXE-TGV-06845,POITIERS - PARIS MONTPARNASSE,POITIERS,PARIS MONTPARNASSE,TGV InOui,National TGV,103.1,454,0,9.6,95.2,33.3,31.1,35.6,525191.28
AXE-TGV-06846,QUIMPER - PARIS MONTPARNASSE,QUIMPER,PARIS MONTPARNASSE,TGV InOui,National TGV,72.4,256,0,9.1,95.5,29.0,36.9,34.1,278674.29
AXE-TGV-06847,REIMS - PARIS EST,REIMS,PARIS EST,TGV InOui,National TGV,222.4,201,1,7.9,95.5,22.7,27.6,49.7,194452.94
AXE-TGV-06848,RENNES - LYON PART DIEU,RENNES,LYON PART DIEU,TGV InOui,National TGV,155.1,119,0,7.8,96.1,28.9,23.0,48.1,111603.69
AXE-TGV-06849,ST PIERRE DES CORPS - PARIS MONTPARNASSE,ST PIERRE DES CORPS,PARIS MONTPARNASSE,TGV InOui,National TGV,187.4,562,0,6.9,96.5,19.0,32.1,48.9,467626.42
AXE-TGV-06850,LAUSANNE - PARIS LYON,LAUSANNE,PARIS LYON,TGV InOui,National TGV,77.2,183,0,3.6,98.2,30.6,30.9,38.5,78997.54
AXE-TGV-06851,ARRAS - PARIS NORD,ARRAS,PARIS NORD,TGV InOui,National TGV,92.9,450,1,7.9,95.8,24.5,32.2,43.3,432800.18
AXE-TGV-06852,BREST - PARIS MONTPARNASSE,BREST,PARIS MONTPARNASSE,TGV InOui,National TGV,64.3,271,0,19.6,90.2,24.8,30.9,44.3,636462.86
AXE-TGV-06853,DUNKERQUE - PARIS NORD,DUNKERQUE,PARIS NORD,TGV InOui,National TGV,75.7,149,1,15.0,91.8,32.0,28.6,39.4,270900.0
AXE-TGV-06854,GRENOBLE - PARIS LYON,GRENOBLE,PARIS LYON,TGV InOui,National TGV,220.9,158,0,9.3,95.3,27.9,33.2,38.9,176391.2
AXE-TGV-06855,LA ROCHELLE VILLE - PARIS MONTPARNASSE,LA ROCHELLE VILLE,PARIS MONTPARNASSE,TGV InOui,National TGV,230.7,229,0,14.9,92.6,24.9,25.7,49.4,409357.24
AXE-TGV-06856,LE MANS - PARIS MONTPARNASSE,LE MANS,PARIS MONTPARNASSE,TGV InOui,National TGV,227.6,433,0,7.7,96.2,26.8,34.4,38.8,398167.56
AXE-TGV-06857,LILLE - LYON PART DIEU,LILLE,LYON PART DIEU,TGV InOui,National TGV,130.5,343,0,7.4,96.3,32.6,36.2,31.2,306275.18
AXE-TGV-06858,LYON PART DIEU - LILLE,LYON PART DIEU,LILLE,TGV InOui,National TGV,150.8,331,4,11.8,92.9,25.9,33.8,40.3,481928.05
AXE-TGV-06859,MONTPELLIER - PARIS LYON,MONTPELLIER,PARIS LYON,TGV InOui,National TGV,112.2,316,0,15.5,92.3,29.1,41.8,29.1,586982.38
AXE-TGV-06860,PARIS LYON - ANNECY,PARIS LYON,ANNECY,TGV InOui,National TGV,229.5,127,0,21.5,89.3,27.8,29.2,43.0,326979.64
AXE-TGV-06861,PARIS LYON - BESANCON FRANCHE COMTE TGV,PARIS LYON,BESANCON FRANCHE COMTE TGV,TGV InOui,National TGV,144.3,154,0,22.4,88.8,31.1,23.8,45.1,414370.0
AXE-TGV-06862,PARIS LYON - DIJON VILLE,PARIS LYON,DIJON VILLE,TGV InOui,National TGV,78.2,414,0,17.7,91.1,19.9,24.6,55.5,880969.62
AXE-TGV-06863,PARIS LYON - SAINT ETIENNE CHATEAUCREUX,PARIS LYON,SAINT ETIENNE CHATEAUCREUX,TGV InOui,National TGV,152.1,116,2,21.4,87.6,21.5,35.1,43.4,301068.0
AXE-TGV-06864,PARIS MONTPARNASSE - ANGOULEME,PARIS MONTPARNASSE,ANGOULEME,TGV InOui,National TGV,112.4,301,0,11.9,94.0,18.2,37.9,43.9,430682.0
AXE-TGV-06865,PARIS NORD - ARRAS,PARIS NORD,ARRAS,TGV InOui,National TGV,138.3,452,0,14.9,92.5,30.4,23.7,45.9,809401.42
AXE-TGV-06866,ST MALO - PARIS MONTPARNASSE,ST MALO,PARIS MONTPARNASSE,TGV InOui,National TGV,172.6,122,0,5.2,97.4,32.3,29.0,38.7,76860.0
AXE-TGV-06867,STRASBOURG - NANTES,STRASBOURG,NANTES,TGV InOui,National TGV,150.7,58,0,3.6,98.2,21.0,38.4,40.6,25114.0
AXE-TGV-06868,TOULOUSE MATABIAU - PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE,TGV InOui,National TGV,151.8,222,0,19.7,90.1,25.5,29.7,44.8,524871.43
AXE-TGV-06869,VANNES - PARIS MONTPARNASSE,VANNES,PARIS MONTPARNASSE,TGV InOui,National TGV,88.4,287,0,6.2,96.9,30.6,36.0,33.4,214776.8
AXE-TGV-06870,GENEVE - PARIS LYON,GENEVE,PARIS LYON,TGV InOui,National TGV,164.9,221,0,3.6,98.2,22.7,22.4,54.9,94418.21
AXE-TGV-06871,ANGOULEME - PARIS MONTPARNASSE,ANGOULEME,PARIS MONTPARNASSE,TGV InOui,National TGV,128.4,324,0,9.3,95.4,27.2,41.3,31.5,360198.83
