nom_amenageur,siren_amenageur,contact_amenageur,nom_operateur,contact_operateur,telephone_operateur,nom_enseigne,id_station_itinerance,id_station_local,nom_station,implantation_station,adresse_station,code_insee_commune,coordonneesxy,nbre_pdc,id_pdc_itinerance,id_pdc_local,puissance_nominale,prise_type_ef,prise_type_2,prise_type_combo_ccs,prise_type_chademo,prise_type_autre,gratuit,paiement_acte,paiement_cb,paiement_autre,tarification,condition_acces,reservation,horaires,accessibilite_pmr,restriction_gabarit,station_deux_roues,raccordement,num_pdl,date_mise_en_service,observations,date_maj,cable_t2_attache,last_modified,datagouv_dataset_id,datagouv_resource_id,datagouv_organization_or_owner,created_at,consolidated_longitude,consolidated_latitude,consolidated_code_postal,consolidated_commune,consolidated_is_lon_lat_correct,consolidated_is_code_insee_verified,consolidated_is_code_insee_modified,geo_point_borne,departement,region
SDEE des Pyrénées Orientales,,contact@reveocharge.com,Load Stations,technical@load-stations.com,tel:+33-4-86-84-15-81,REVEO,FRRVEPFRS66E661300011,,FR-S66-E66130-001-1,Parking public,"12 Rue du Canigou, 66130, Osséja",66130,"1.9807942657460982, 42.41631574918293",2,FRRVEEFRS66E6613000111,,44.0,False,True,False,False,False,False,True,False,False,,Accès libre,False,24/7,Accessibilité inconnue,Aucune restriction,False,Indirect,,2025-04-15,,2026-04-30,,2026-07-26T02:14:10+02:00,68b6c257027119acceb896c9,ae20a13d-45d9-4cc1-8644-1701ea6dd3eb,load-stations,2026-03-20T16:18:34+01:00,1.9807942657460984,42.41631574918293,66340.0,Osséja,True,True,False,,,
SYDEEL66,,,REVEO SYADEN | FR*RVE,territoires@syaden.fr,,Révéo 2025,FRRVEP667751209360451139,1418239,Révéo 2025/67ecffd69b6ba8f6d498685e,Voirie,"Rue du Canigou, Osséja 66340 France",,"1.980794, 42.416315",2,FRRVEEFRS66E6613000112,3857614,22.0,False,True,False,False,False,False,False,False,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2025-10-14,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,1.980794,42.416315,,,False,False,False,,,
SYDEEL66,,,REVEO SYADEN | FR*RVE,territoires@syaden.fr,,Révéo 2025,FRRVEP3985089969248952281,1393306,Révéo 2025/677d48c968941227e8587433,Parking public,"D900, Perpignan 66000 France",,"2.857804, 42.670604",3,FRRVEEFRS66E6613600112,3778435,22.0,False,True,False,False,False,False,False,False,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2025-10-14,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,2.857804,42.670604,,,False,False,False,,,
SYDEEL66,,,REVEO SYADEN | FR*RVE,territoires@syaden.fr,,Révéo 2025,FRRVEP13727805166097760,1406251,Révéo 2025/677d48c968941227e858743f,Parking public,"31B Avenue du Canigou, Pézilla-la-Rivière 66370 France",,"2.768797, 42.696325",2,FRRVEEFRS66E661400011,3815959,22.0,False,True,False,False,False,False,False,False,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2025-10-14,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,2.768797,42.696325,,,False,False,False,,,
SYDEEL66,,,REVEO SYADEN | FR*RVE,territoires@syaden.fr,,Révéo 2025,FRRVEP5255458143701642747,1393297,Révéo 2025/677d48ca68941227e858744b,Voirie,"Place de l'Europe, Pollestres 66450 France",,"2.87177, 42.640256",2,FRRVEEFRS66E661440012,3778417,22.0,False,True,False,False,False,False,False,False,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2025-11-07,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,2.87177,42.640256,,,False,False,False,,,
SDEE des Pyrénées Orientales,,contact@reveocharge.com,Load Stations,technical@load-stations.com,tel:+33-4-86-84-15-81,REVEO,FRRVEPFRS66E661480012B,,FR-S66-E66148-001-2B,Parking public,"Avenue Castellane, 66148, Port-Vendres",66148,"3.104996, 42.515981",1,FRRVEEFRS66E661480012BCP1,,22.0,True,True,False,False,False,False,True,False,False,,Accès libre,False,24/7,Accessibilité inconnue,Aucune restriction,False,Indirect,,2025-03-27,,2026-04-30,,2026-07-26T02:14:10+02:00,68b6c257027119acceb896c9,ae20a13d-45d9-4cc1-8644-1701ea6dd3eb,load-stations,2026-03-20T16:18:34+01:00,3.104996,42.515981,66660.0,Port-Vendres,True,True,False,,,
SDEE des Pyrénées Orientales,,contact@reveocharge.com,Load Stations,technical@load-stations.com,tel:+33-4-86-84-15-81,REVEO,FRRVEPFRS66E661480014,,FR-S66-E66148-001-4,Parking public,"Avenue Castellane, 66148, Port-Vendres",66148,"3.104996, 42.515981",1,FRRVEEFRS66E661480014CP1,,22.0,True,True,False,False,False,False,True,False,False,,Accès libre,False,24/7,Accessibilité inconnue,Aucune restriction,False,Indirect,,2025-03-21,,2026-04-30,,2026-07-26T02:14:10+02:00,68b6c257027119acceb896c9,ae20a13d-45d9-4cc1-8644-1701ea6dd3eb,load-stations,2026-03-20T16:18:34+01:00,3.104996,42.515981,66660.0,Port-Vendres,True,True,False,,,
SYDEEL66,,,REVEO SYADEN | FR*RVE,territoires@syaden.fr,,Révéo 2025,FRRVEP3409016507661697529,1457077,Révéo 2025/67fce0f416f92a96e9dbb35a,Voirie,"Quai François Joly, Port-Vendres 66660 France",,"3.107392, 42.516233",12,FRRVEEFRS66E661480021CP1,4094581,22.0,False,True,False,False,False,False,False,False,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2025-10-14,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,3.107392,42.516233,,,False,False,False,,,
SDEE des Pyrénées Orientales,,contact@reveocharge.com,Load Stations,technical@load-stations.com,tel:+33-4-86-84-15-81,REVEO,FRRVEPFRS66E661480023,,FR-S66-E66148-002-3,Parking public,"Quai François Joly, 66148, Port-Vendres",66148,"3.107392800813824, 42.516233605991985",2,FRRVEEFRS66E661480023CP2,,44.0,False,True,False,False,False,False,True,False,False,,Accès libre,False,24/7,Accessibilité inconnue,Aucune restriction,False,Indirect,,2025-07-01,,2026-04-30,,2026-07-26T02:14:10+02:00,68b6c257027119acceb896c9,ae20a13d-45d9-4cc1-8644-1701ea6dd3eb,load-stations,2026-03-20T16:18:34+01:00,3.107392800813824,42.51623360599199,66660.0,Port-Vendres,True,True,False,,,
SDEE des Pyrénées Orientales,,contact@reveocharge.com,Load Stations,technical@load-stations.com,tel:+33-4-86-84-15-81,REVEO,FRRVEPFRS66E66153001,,FR-S66-E66153-001,Parking public,"D618, 66153, Prunet-et-Belpuig",66153,"2.625316, 42.561758",2,FRRVEEFRS66E661530012,,44.0,False,True,False,False,False,False,True,False,False,,Accès libre,False,24/7,Accessibilité inconnue,Aucune restriction,False,Indirect,,2025-04-01,,2026-04-30,,2026-07-26T02:14:10+02:00,68b6c257027119acceb896c9,ae20a13d-45d9-4cc1-8644-1701ea6dd3eb,load-stations,2026-03-20T16:18:34+01:00,2.625316,42.561758,66130.0,Prunet-et-Belpuig,True,True,False,,,
SDEE des Pyrénées Orientales,,contact@reveocharge.com,Load Stations,technical@load-stations.com,tel:+33-4-86-84-15-81,REVEO,FRRVEPFRS66E661640031,,FR-S66-E66164-003-1,Parking public,"Péage Nord A9, 66164, Rivesaltes",66164,"2.898866, 42.781859",3,FRRVEEFRS66E6616400311,,150.0,False,True,True,False,False,False,True,False,False,,Accès libre,False,24/7,Accessibilité inconnue,Aucune restriction,False,Indirect,,2025-04-14,,2026-04-29,,2026-07-26T02:14:10+02:00,68b6c257027119acceb896c9,ae20a13d-45d9-4cc1-8644-1701ea6dd3eb,load-stations,2026-03-20T16:18:34+01:00,2.898866,42.781859,66600.0,Rivesaltes,True,True,False,,,
SYDEEL66,,,REVEO SYADEN | FR*RVE,territoires@syaden.fr,,Révéo 2025,FRRVEP7982801949098280031,1434934,Révéo 2025/68234ef62ad83073f8d10932,Voirie,"Place de France, Saint-Féliu-d'Avall 66170 France",,"2.734763, 42.682453",3,FRRVEEFRS66E661700011,4873584,22.0,False,True,False,False,False,False,False,False,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2026-05-21,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,2.734763,42.682453,,,False,False,False,,,
SDEE des Pyrénées Orientales,,contact@reveocharge.com,Load Stations,technical@load-stations.com,tel:+33-4-86-84-15-81,REVEO,FRRVEPFRS66E661710011,,FR-S66-E66171-001-1,Parking public,"Parking Sud Roussillon, 66171, Saint-Cyprien",66171,"3.0334705, 42.6402072",2,FRRVEEFRS66E6617100112,,46.0,False,True,True,True,False,False,True,False,False,,Accès libre,False,24/7,Accessibilité inconnue,Aucune restriction,False,Indirect,,2025-06-11,,2026-04-29,,2026-07-26T02:14:10+02:00,68b6c257027119acceb896c9,ae20a13d-45d9-4cc1-8644-1701ea6dd3eb,load-stations,2026-03-20T16:18:34+01:00,3.0334705,42.6402072,66750.0,Saint-Cyprien,True,True,False,,,
SYDEEL66,,,REVEO SYADEN | FR*RVE,territoires@syaden.fr,,Révéo 2025,FRRVEP8188476134175497890,1674510,Révéo 2025/682351872ad83073f8d1143a,Parking public,"Quai Arthur Rimbaud, Saint-Cyprien 66750 France",,"3.036733, 42.620351",2,FRRVEEFRS66E6617100312,4714041,22.0,False,True,False,False,False,False,False,False,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2026-04-28,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,3.036733,42.620351,,,False,False,False,,,
SDEE des Pyrénées Orientales,,contact@reveocharge.com,Load Stations,technical@load-stations.com,tel:+33-4-86-84-15-81,REVEO,FRRVEPFRS66E661710031,,FR-S66-E66171-003-1,Parking public,"Quai Arthur Rimbaud, 66171, Saint-Cyprien",66171,"3.0367335290108524, 42.62035183466127",2,FRRVEEFRS66E6617100312,,46.0,False,True,True,True,False,False,True,False,False,,Accès libre,False,24/7,Accessibilité inconnue,Aucune restriction,False,Indirect,,2026-04-01,,2026-04-29,,2026-07-26T02:14:10+02:00,68b6c257027119acceb896c9,ae20a13d-45d9-4cc1-8644-1701ea6dd3eb,load-stations,2026-03-20T16:18:34+01:00,3.0367335290108524,42.62035183466127,66750.0,Saint-Cyprien,True,True,False,,,
SDEE des Pyrénées Orientales,,contact@reveocharge.com,Load Stations,technical@load-stations.com,tel:+33-4-86-84-15-81,REVEO,FRRVEPFRS66E6617100611,,FR-S66-E66171-006-1-1,Parking public,"Rue du Gargal, 66171, Saint-Cyprien",66171,"2.993674, 42.613176",2,FRRVEEFRS66E66171006112,,46.0,False,True,True,False,False,False,True,False,False,,Accès libre,False,24/7,Accessibilité inconnue,Aucune restriction,False,Indirect,,2025-04-16,,2026-04-29,,2026-07-26T02:14:10+02:00,68b6c257027119acceb896c9,ae20a13d-45d9-4cc1-8644-1701ea6dd3eb,load-stations,2026-03-20T16:18:34+01:00,2.993674,42.613176,66750.0,Saint-Cyprien,True,True,False,,,
SDEE des Pyrénées Orientales,,contact@reveocharge.com,Load Stations,technical@load-stations.com,tel:+33-4-86-84-15-81,REVEO,FRRVEPFRS66E66178001,,FR-S66-E66178-001,Parking public,"Square Guy Male, 66178, Saint-Jean-Pla-de-Corts",66178,"2.7908, 42.511678",2,FRRVEEFRS66E661780011,,44.0,False,True,False,False,False,False,True,False,False,,Accès libre,False,24/7,Accessibilité inconnue,Aucune restriction,False,Indirect,,2025-03-20,,2026-04-30,,2026-07-26T02:14:10+02:00,68b6c257027119acceb896c9,ae20a13d-45d9-4cc1-8644-1701ea6dd3eb,load-stations,2026-03-20T16:18:34+01:00,2.7908,42.511678,66490.0,Saint-Jean-Pla-de-Corts,True,True,False,,,
SYDEEL66,,,REVEO SYADEN | FR*RVE,territoires@syaden.fr,,Révéo 2025,FRRVEP605726351742870607,1391962,Révéo 2025/677d48d068941227e858749b,Parking public,"Av. de l'Aviation, Saint-Laurent-de-la-Salanque 66250 France",,"2.990144, 42.775461",2,FRRVEEFRS66E661800021,3774667,22.0,False,True,False,False,False,False,False,False,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2026-01-21,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,2.990144,42.775461,,,False,False,False,,,
SDEE des Pyrénées Orientales,,contact@reveocharge.com,Load Stations,technical@load-stations.com,tel:+33-4-86-84-15-81,REVEO,FRRVEPFRS66E66180002,,FR-S66-E66180-002,Parking public,"Av De L'Aviation, 66180, Saint-Laurent-de-la-Salanque",66180,"2.990144, 42.775461",2,FRRVEEFRS66E661800021,,44.0,False,True,False,False,False,False,True,False,False,,Accès libre,False,24/7,Accessibilité inconnue,Aucune restriction,False,Indirect,,2025-03-17,,2026-04-30,,2026-07-26T02:14:10+02:00,68b6c257027119acceb896c9,ae20a13d-45d9-4cc1-8644-1701ea6dd3eb,load-stations,2026-03-20T16:18:34+01:00,2.990144,42.775461,66250.0,Saint-Laurent-de-la-Salanque,True,True,False,,,
SYDEEL66,,,REVEO SYADEN | FR*RVE,territoires@syaden.fr,,Révéo 2025,FRRVEP5974448563636723068,1406263,Révéo 2025/677d48d068941227e85874a1,Parking public,"Avenue Jean Moulin, Saint-Paul-de-Fenouillet 66220 France",,"2.504347, 42.810438",2,FRRVEEFRS66E661870011,3815980,22.0,False,True,False,False,False,False,False,False,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2025-10-14,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,2.504347,42.810438,,,False,False,False,,,
SYDEEL66,,,REVEO SYADEN | FR*RVE,territoires@syaden.fr,,Révéo 2025,FRRVEP1291537953467762567,1433887,Révéo 2025/677d48d268941227e85874c5,Parking public,"Impasse des Églantiers, Saint-Pierre-dels-Forcats 66210 France",,"2.118786, 42.49366",2,FRRVEEFRS66E661880011,3906454,22.0,False,True,False,False,False,False,False,False,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2025-10-14,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,2.118786,42.49366,,,False,False,False,,,
SDEE des Pyrénées Orientales,,contact@reveocharge.com,Load Stations,technical@load-stations.com,tel:+33-4-86-84-15-81,REVEO,FRRVEPFRS66E66188001,,FR-S66-E66188-001,Parking public,"Impasse des Églantiers, 66188, Saint-Pierre-dels-Forcats",66188,"2.118786, 42.49366",2,FRRVEEFRS66E661880011,,44.0,False,True,False,False,False,False,True,False,False,,Accès libre,False,24/7,Accessibilité inconnue,Aucune restriction,False,Indirect,,2025-03-25,,2026-04-30,,2026-07-26T02:14:10+02:00,68b6c257027119acceb896c9,ae20a13d-45d9-4cc1-8644-1701ea6dd3eb,load-stations,2026-03-20T16:18:34+01:00,2.118786,42.49366,66210.0,Saint-Pierre-dels-Forcats,True,True,False,,,
SYDEEL66,,,REVEO SYADEN | FR*RVE,territoires@syaden.fr,,Révéo 2025,FRRVEP1291537953467762567,1433887,Révéo 2025/677d48d268941227e85874c5,Parking public,"Impasse des Églantiers, Saint-Pierre-dels-Forcats 66210 France",,"2.118786, 42.49366",2,FRRVEEFRS66E661880012,3906451,22.0,False,True,False,False,False,False,False,False,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2025-10-14,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,2.118786,42.49366,,,False,False,False,,,
SDEE des Pyrénées Orientales,,contact@reveocharge.com,Load Stations,technical@load-stations.com,tel:+33-4-86-84-15-81,REVEO,FRRVEPFRS66E66190001,,FR-S66-E66190-001,Parking public,"Impasse D'En Valette, 66190, Salses-le-Château",66190,"2.917944, 42.830043",2,FRRVEEFRS66E661900011,,44.0,False,True,False,False,False,False,True,False,False,,Accès libre,False,24/7,Accessibilité inconnue,Aucune restriction,False,Indirect,,2025-03-19,,2026-04-30,,2026-07-26T02:14:10+02:00,68b6c257027119acceb896c9,ae20a13d-45d9-4cc1-8644-1701ea6dd3eb,load-stations,2026-03-20T16:18:34+01:00,2.917944,42.830043,66600.0,Salses-le-Château,True,True,False,,,
Undefined,,,REVEO SYADEN | FR*RVE,territoires@syaden.fr,,Révéo 2025,FRRVEP5166719803585985428,1661901,Révéo 2025/69aab04a4ccc9d9fd296f44d,Parking public,"Place de la République, Salses-le-Château 66600 France",,"2.918841, 42.83293",2,FRRVEEFRS66E661900021,4664754,22.0,False,True,False,False,False,False,False,False,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2026-03-30,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,2.918841,42.83293,,,False,False,False,,,
Undefined,,,REVEO SYADEN | FR*RVE,territoires@syaden.fr,,Révéo 2025,FRRVEP5166719803585985428,1661901,Révéo 2025/69aab04a4ccc9d9fd296f44d,Parking public,"Place de la République, Salses-le-Château 66600 France",,"2.918841, 42.83293",2,FRRVEEFRS66E661900022,4664751,22.0,False,True,False,False,False,False,False,False,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2026-03-30,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,2.918841,42.83293,,,False,False,False,,,
SDEE des Pyrénées Orientales,,contact@reveocharge.com,Load Stations,technical@load-stations.com,tel:+33-4-86-84-15-81,REVEO,FRRVEPFRS66E66210001,,FR-S66-E66210-001,Parking public,"Impasse Pierre Semard, 66210, Thuir",66210,"2.758637, 42.634403",2,FRRVEEFRS66E662100012,,44.0,False,True,False,False,False,False,True,False,False,,Accès libre,False,24/7,Accessibilité inconnue,Aucune restriction,False,Indirect,,2025-03-18,,2026-04-30,,2026-07-26T02:14:10+02:00,68b6c257027119acceb896c9,ae20a13d-45d9-4cc1-8644-1701ea6dd3eb,load-stations,2026-03-20T16:18:34+01:00,2.758637,42.634403,66300.0,Thuir,True,True,False,,,
SYDEEL66,,,REVEO SYADEN | FR*RVE,territoires@syaden.fr,,Révéo 2025,FRRVEP7535787588639855993,1483375,Révéo 2025/68234ef02ad83073f8d1091d,Voirie,"Rue de Brangoly, Ur 66760 France",,"1.936699, 42.462396",2,FRRVEEFRS66E662180011,4094734,22.0,False,True,False,False,False,False,False,False,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2025-10-14,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,1.936699,42.462396,,,False,False,False,,,
SYDEEL66,,,REVEO SYADEN | FR*RVE,territoires@syaden.fr,,Révéo 2025,FRRVEP7535787588639855993,1483375,Révéo 2025/68234ef02ad83073f8d1091d,Voirie,"Rue de Brangoly, Ur 66760 France",,"1.936699, 42.462396",2,FRRVEEFRS66E662180012,4094731,22.0,False,True,False,False,False,False,False,False,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2025-10-14,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,1.936699,42.462396,,,False,False,False,,,
SDEE des Pyrénées Orientales,,contact@reveocharge.com,Load Stations,technical@load-stations.com,tel:+33-4-86-84-15-81,REVEO,FRRVEPFRS66E66218001,,FR-S66-E66218-001,Parking public,"Rue De Brangoly, 66218, Ur",66218,"1.9366974586634529, 42.46240384239044",2,FRRVEEFRS66E662180012,,44.0,False,True,False,False,False,False,True,False,False,,Accès libre,False,24/7,Accessibilité inconnue,Aucune restriction,False,Indirect,,2025-05-27,,2026-04-30,,2026-07-26T02:14:10+02:00,68b6c257027119acceb896c9,ae20a13d-45d9-4cc1-8644-1701ea6dd3eb,load-stations,2026-03-20T16:18:34+01:00,1.9366974586634529,42.46240384239044,66760.0,Ur,True,True,False,,,
SYDEEL66,,,REVEO SYADEN | FR*RVE,territoires@syaden.fr,,Révéo 2025,FRRVEP3185903147608405503,1434076,Révéo 2025/682358f22ad83073f8d135ae,Parking public,"Rue des Jardins de la Mairie, Vinça 66320 France",,"2.52947, 42.645159",2,FRRVEEFRS66E662300011,3907603,22.0,False,True,False,False,False,False,False,False,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2025-11-05,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,2.52947,42.645159,,,False,False,False,,,
Syndicat Audois d'Énergies,,contact@reveocharge.com,Load Stations,technical@load-stations.com,tel:+33-4-86-84-15-81,REVEO,FRRVEPS11E110210011,,S11-E11021-001-1,Parking public,"Place Joachim Estrade, 11021, Axat",11021,"2.23472222222222, 42.8041667",1,FRRVEES11E110210011CP1,,22.0,True,True,False,False,False,False,True,False,False,,Accès libre,False,24/7,Accessibilité inconnue,Aucune restriction,False,Indirect,,2025-03-25,,2026-05-07,,2026-07-26T02:14:10+02:00,68b6c257027119acceb896c9,ae20a13d-45d9-4cc1-8644-1701ea6dd3eb,load-stations,2026-03-20T16:18:34+01:00,2.23472222222222,42.8041667,11140.0,Axat,True,True,False,,,
SYADEN11,,,REVEO SYADEN | FR*RVE,territoires@syaden.fr,,Révéo 2025,FRRVEP6213693527008185304,1406224,Révéo 2025/677d48de68941227e858756d,Voirie,"Rue des Elysiques, Bages 11100 France",,"2.989722, 43.1225",4,FRRVEES11E110240011BCP1,4469103,22.0,True,True,False,False,False,False,False,False,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2026-01-02,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,2.989722,43.1225,,,False,False,False,,,
Syndicat Audois d'Énergies,,contact@reveocharge.com,Load Stations,technical@load-stations.com,tel:+33-4-86-84-15-81,REVEO,FRRVEPS11E110330011,,S11-E11033-001-1,Parking public,"Place De L'Oratoire, 11033, Belpech",11033,"1.75027777777777, 43.1983333",1,FRRVEES11E110330011CP1,,22.0,True,True,False,False,False,False,True,False,False,,Accès libre,False,24/7,Accessibilité inconnue,Aucune restriction,False,Indirect,,2025-05-08,,2025-05-21,,2026-07-26T02:14:10+02:00,68b6c257027119acceb896c9,ae20a13d-45d9-4cc1-8644-1701ea6dd3eb,load-stations,2026-03-20T16:18:34+01:00,1.75027777777777,43.1983333,11420.0,Belpech,True,True,False,,,
Syndicat Audois d'Énergies,,contact@reveocharge.com,Load Stations,technical@load-stations.com,tel:+33-4-86-84-15-81,REVEO,FRRVEPS11E110340011B,,S11-E11034-001-1B,Parking public,"Place De La Gare, 11034, Belvèze-du-Razès",11034,"2.09694444444444, 43.1238889",1,FRRVEES11E110340011BCP1,,22.0,True,True,False,False,False,False,True,False,False,,Accès libre,False,24/7,Accessibilité inconnue,Aucune restriction,False,Indirect,,2025-03-27,,2026-07-09,,2026-07-26T02:14:10+02:00,68b6c257027119acceb896c9,ae20a13d-45d9-4cc1-8644-1701ea6dd3eb,load-stations,2026-03-20T16:18:34+01:00,2.09694444444444,43.1238889,11240.0,Belvèze-du-Razès,True,True,False,,,
