id_bloc_operatoire,id_finess_etablissement,nom_etablissement,specialite_chirurgicale,nombre_salles_operatoires,taux_utilisation_bloc_pct,nombre_interventions_programmees,nombre_interventions_urgentes,delai_moyen_attente_chirurgie_jours
BLOC-1444,60032166,ADMR CONTES,Oncologie Chirurgicale,16,94.1,30,27,14
BLOC-1445,30006449,LBM MAYMAT MONTLUÇON,Neurologie & Neurochirurgie,13,61.7,102,22,31
BLOC-1446,40002446,SNC PHARMACIE DE PRALOUP,Oncologie Chirurgicale,4,93.1,54,7,23
BLOC-1447,60801206,EHPAD RESIDENCE CANTAZUR,Neurologie & Neurochirurgie,14,64.5,28,9,26
BLOC-1448,60800836,CHRS FONDATION DE NICE,Neurologie & Neurochirurgie,17,78.2,63,22,29
BLOC-1449,40005415,SAAD ADMR DE LA BRILLANNE,Neurologie & Neurochirurgie,6,72.6,75,24,38
BLOC-1450,70004205,SELARL PHARMACIE DE VILLENEUVE,Orthopédie & Traumatologie,14,77.5,28,34,17
BLOC-1451,10785285,SSIAD BELLEY,Orthopédie & Traumatologie,4,96.0,33,35,23
BLOC-1452,60030160,FAM MÉDITÉRRANÉE,Chirurgie Viscérale & Digestive,9,66.2,36,33,40
BLOC-1453,60793981,CH PLANIFICATION GYN OBS DE GRASSE,Cardiologie Interventionnelle,7,68.3,39,14,28
BLOC-1454,60017043,SARL JACQUOT SEPCHAT,Oncologie Chirurgicale,16,61.0,81,33,15
BLOC-1455,10789642,CMP ADULTES CHATILLON,Orthopédie & Traumatologie,4,76.1,73,12,2
BLOC-1456,60018439,RESICENCE SOCIALE L'ESCALE PLACETTE,Neurologie & Neurochirurgie,5,86.1,99,13,33
BLOC-1457,30780621,ESAT RIVE GAUCHE,Oncologie Chirurgicale,18,88.5,83,35,23
BLOC-1458,40003147,ESAT ATELIERS DU FOURNAS,Neurologie & Neurochirurgie,15,96.9,100,23,32
BLOC-1459,60028313,SAAD SERENITE,Cardiologie Interventionnelle,11,60.8,65,8,15
BLOC-1460,60780095,IME BARIQUAND ALPHAND,Cardiologie Interventionnelle,15,61.2,87,10,30
BLOC-1461,50009224,MAISON DE SANTE DE SAVINES-LE-LAC,Cardiologie Interventionnelle,10,66.0,81,28,16
BLOC-1462,30008148,CMP ADULTES BOURBON L'ARCHAMBAULT,Neurologie & Neurochirurgie,7,92.8,64,21,5
BLOC-1463,60032034,ADMR NICE SAINT PHILIPPE,Neurologie & Neurochirurgie,4,76.1,70,34,42
BLOC-1464,60004645,PHARMACIE DU DOMAINE DU LOUP,Orthopédie & Traumatologie,17,70.8,105,8,22
BLOC-1465,30785737,EHPAD LES VIGNES,Orthopédie & Traumatologie,9,82.7,54,11,38
BLOC-1466,40785065,RESIDENCE PAUL CEZANNE,Oncologie Chirurgicale,17,62.0,54,26,37
BLOC-1467,30008205,CATTP ENFANTS YZEURE,Chirurgie Viscérale & Digestive,7,97.9,99,31,2
BLOC-1468,60018777,SELAS PHARMACIE SAINTE MARGUERITE,Neurologie & Neurochirurgie,8,82.9,109,14,10
BLOC-1469,50003342,SELARL PHARMACIE DES ECRINS,Orthopédie & Traumatologie,16,81.1,82,4,8
BLOC-1470,10008449,INSTITUT MEDICO-EDUCATIF DE LA COTIERE,Chirurgie Viscérale & Digestive,16,65.6,41,12,9
BLOC-1471,60017746,PHARMACIE MERCIER,Neurologie & Neurochirurgie,12,73.7,46,9,37
BLOC-1472,50007202,CATTP HELENE CHAIGNEAU GAP,Chirurgie Viscérale & Digestive,6,65.4,108,11,13
BLOC-1473,60014347,SELAS PHARMACIE DES JARDINS BIOVES,Chirurgie Viscérale & Digestive,12,95.4,28,7,26
BLOC-1474,20005732,SELARL PHARMACIE DE FLAVY,Cardiologie Interventionnelle,9,62.5,38,34,33
BLOC-1475,60790565,EHPAD LES TOURELLES,Cardiologie Interventionnelle,8,90.9,107,8,30
BLOC-1476,10010510,MAISON DE SANTE LAGNIEU,Chirurgie Viscérale & Digestive,8,79.9,79,19,43
BLOC-1477,30007991,MAISON DE SANTE DOMPIERRE SUR BESBRE,Neurologie & Neurochirurgie,18,93.7,73,17,34
BLOC-1478,10009348,SESSAD FERNEY VOLTAIRE,Orthopédie & Traumatologie,14,64.6,85,16,19
BLOC-1479,20016234,ANTENNE EANM DU FAUBOURG D'ARDON,Chirurgie Viscérale & Digestive,5,94.3,60,24,35
BLOC-1480,40786428,CONSULTATIONS DE NOURRISSONS,Chirurgie Viscérale & Digestive,14,96.5,32,30,10
BLOC-1481,20003588,CES ANPS LAON,Orthopédie & Traumatologie,5,67.9,89,9,2
BLOC-1482,10013142,CEGIDD - CH ANNECY GENEVOIS,Cardiologie Interventionnelle,10,80.5,44,33,44
BLOC-1483,60015096,SELARL PHARMACIE HUBERT,Chirurgie Viscérale & Digestive,7,87.6,34,8,6
BLOC-1484,60029089,SAAD AXEO SERVICES COLOMARS,Neurologie & Neurochirurgie,12,73.7,40,7,42
BLOC-1485,30780332,IME LA MOSAIQUE,Neurologie & Neurochirurgie,13,67.9,34,10,19
BLOC-1486,10006385,CATTP ENFANTS-ADOS CHATEAU-GAILLARD,Orthopédie & Traumatologie,5,88.7,89,8,31
BLOC-1487,60012424,SELARL PHARMACIE DES MOULIERES,Oncologie Chirurgicale,6,89.4,89,5,10
BLOC-1488,20004388,CPEF CH SAINT-QUENTIN,Chirurgie Viscérale & Digestive,13,85.3,112,17,35
BLOC-1489,40002362,PHARMACIE LEONE-VILLECROZE,Neurologie & Neurochirurgie,15,86.5,87,26,15
BLOC-1490,60025293,LBM BARLA SITE NICE/SANTA MARIA PLATEA,Orthopédie & Traumatologie,17,81.5,62,33,43
BLOC-1491,50003243,SELARL PHARMACIE ALPES DU SUD,Chirurgie Viscérale & Digestive,4,91.5,86,17,22
BLOC-1492,60015781,GRANDE PHARMACIE DE L'HORLOGE,Cardiologie Interventionnelle,17,83.4,29,35,10
BLOC-1493,70001318,SAAD CAMAD TOURNON SUR RHONE,Chirurgie Viscérale & Digestive,12,82.4,65,5,6
BLOC-1494,60029808,MECS VILLA LES PINS,Neurologie & Neurochirurgie,8,68.3,63,11,23
BLOC-1495,20008918,CMP EPSMD SAINT-QUENTIN LYON,Orthopédie & Traumatologie,12,67.9,51,21,20
BLOC-1496,60800653,ITEP MIRABEL (EP),Orthopédie & Traumatologie,5,84.3,81,7,15
BLOC-1497,10781037,EHPAD PUBLIC DE VILLARS-LES-DOMBES,Chirurgie Viscérale & Digestive,7,82.4,106,14,20
BLOC-1498,20006532,MECS LES P'TITOURS AJP HARLY,Cardiologie Interventionnelle,11,63.8,71,21,10
BLOC-1499,10785400,SAAD PROXIMITE ADMR VIRIAT,Orthopédie & Traumatologie,7,91.1,62,28,32
BLOC-1500,30005292,PHARMACIE DES HALLES,Oncologie Chirurgicale,18,88.0,53,26,19
